"dataset_id";"observacao_id";"camada_id";"camada_nome";"amostra_id";"profund_sup";"profund_inf";"acidez_acetcal70_naoh";"aluminio_kcl_naoh";"calcio_kcl_eaa";"magnesio_kcl_eaa";"carbono_cromo_30min150_mohr";"ph_h2o_25_xxx";"fosforo_mehlich1_eam";"potassio_mehlich1_eeac";"sodio_mehlich1_eeac";"dsi_cilindro";"areiafina_naoh_esferas_peneira";"areia_naoh_esferas_peneira";"argila_naoh_esferas_pipeta"
"ctb0036";"ACC-9006-2008";"1";NA;"c";"0";"20";2,1;0,45;0,82;0,92;5,2;NA;1,62;0,36;0,19;NA;NA;707;159
"ctb0036";"ACC-9007-2008";"1";NA;"c";"0";"20";2,56;0,67;0,47;0,66;5;NA;1,63;0,38;0,47;NA;NA;673;165
"ctb0036";"ACC-10003-2008";"1";NA;"c";"0";"20";3,32;1,62;0,76;0,79;3,8;NA;1,46;0,09;0,02;NA;NA;620;247
"ctb0036";"ACC-10004-2008";"1";NA;"c";"0";"20";3,74;1,72;0,72;0,53;3,6;NA;0,41;0,03;0,06;NA;NA;627;201
"ctb0036";"ACC-10005-2008";"1";NA;"c";"0";"20";3,14;1,62;0,49;0,4;2,4;NA;0,72;0,07;0,02;NA;NA;653;188
"ctb0036";"ACC-10006-2008";"1";NA;"c";"0";"20";4,94;2,43;1,07;1,19;4,4;NA;0,51;0,05;0,04;NA;NA;521;328
"ctb0036";"ACC-10007-2008";"1";NA;"c";"0";"20";4,78;2,21;1,45;1,45;7,2;NA;1,37;0,23;0,08;NA;NA;478;373
"ctb0036";"ACC-11002-2008";"1";NA;"c";"0";"20";3,5;1,42;0,86;0,79;7,4;NA;1,14;0,08;0,02;NA;NA;643;212
"ctb0036";"ACC-11003-2008";"1";NA;"c";"0";"20";3,04;1,43;0,96;0,66;5;NA;2,92;0,09;0,04;NA;NA;612;212
"ctb0036";"ACC-11004-2008";"1";NA;"c";"0";"20";3,74;1,51;0,77;0,53;6,7;NA;1,41;0,11;0,09;NA;NA;602;183
"ctb0036";"ACC-11005-2008";"1";NA;"c";"0";"20";4,34;2,47;1,22;1,84;4,3;NA;0,58;0,05;0,02;NA;NA;489;352
"ctb0036";"ACC-11006-2008";"1";NA;"c";"0";"20";4,04;1,57;1,53;1,32;6,2;NA;0,57;0,12;0,04;NA;NA;522;328
"ctb0036";"ACC-12002-2008";"1";NA;"c";"0";"20";4,24;2,12;0,76;0,79;5,3;NA;1,3;0,06;0,03;NA;NA;605;269
"ctb0036";"ACC-12003-2008";"1";NA;"c";"0";"20";4,24;2,32;0,85;1,05;5,3;NA;0,78;0,08;0,03;NA;NA;528;330
"ctb0036";"ACC-12004-2008";"1";NA;"c";"0";"20";4,48;2,34;0,72;0,79;4,9;NA;0,97;0,17;0,07;NA;NA;544;311
"ctb0036";"ACC-12005-2008";"1";NA;"c";"0";"20";4,32;2,5;1,04;1,58;4,5;NA;1,22;0,04;0,01;NA;NA;508;332
"ctb0036";"ACC-13002-2008";"1";NA;"c";"0";"20";4,32;2,22;0,94;0,92;7,9;NA;2,21;0,09;0,02;NA;NA;554;298
"ctb0036";"ACC-13003-2008";"1";NA;"c";"0";"20";4,74;2,25;1,1;1,32;7,8;NA;6,88;0,16;0,02;NA;NA;523;331
"ctb0036";"ACC-13004-2008";"1";NA;"c";"0";"20";3,96;2,19;0,75;1,05;5,1;NA;1,66;0,15;0,02;NA;NA;548;315
"ctb0036";"ACC-13005-2008";"1";NA;"c";"0";"20";3,96;2,07;1,15;2,24;4,2;NA;1,93;0,07;0,05;NA;NA;475;380
"ctb0036";"ACC-2006-2018";"1";NA;"a";"0";"20";3,77;2,74;0,82;NA;5,6;5,36;6,8;0,23;0,03;1,65;NA;557;208
"ctb0036";"ACC-2006-2018";"1";NA;"b";"0";"20";3,77;3,09;0,94;NA;5,8;5,34;4,9;0,22;0,03;1,77;NA;552;218
"ctb0036";"ACC-2006-2018";"1";NA;"c";"0";"20";3,75;3,08;0,95;NA;5,48;5,29;3,5;0,22;0,03;1,69;NA;536;224
"ctb0036";"ACC-2007-2018";"1";NA;"a";"0";"20";3,65;2,24;1,16;NA;5,83;5,53;4;0,3;0,02;1,62;NA;377;392
"ctb0036";"ACC-2007-2018";"1";NA;"b";"0";"20";3,74;2,18;1,08;NA;5,41;5,5;4,9;0,3;0,02;1,48;NA;374;393
"ctb0036";"ACC-2007-2018";"1";NA;"c";"0";"20";3,66;2,29;1,07;NA;5,07;5,51;5,3;0,29;0,02;1,54;NA;379;391
"ctb0036";"ACC-3005-2018";"1";NA;"a";"0";"20";3,21;1,37;0,75;NA;3,36;4,98;5,2;0,22;0,02;1,73;NA;634;192
"ctb0036";"ACC-3005-2018";"1";NA;"b";"0";"20";3,17;1,35;0,74;NA;3,07;5,08;4,1;0,22;0,02;1,71;NA;633;195
"ctb0036";"ACC-3005-2018";"1";NA;"c";"0";"20";3,19;1,3;0,72;NA;3,26;4,99;4,1;0,22;0,02;1,73;NA;635;187
"ctb0036";"ACC-3006-2018";"1";NA;"a";"0";"20";3,28;0,44;1,79;NA;8,73;5,2;23,2;0,27;0,02;1,71;NA;536;264
"ctb0036";"ACC-3006-2018";"1";NA;"b";"0";"20";3,31;0,49;1,9;NA;8,62;5,18;23,8;0,28;0,03;1,75;NA;536;251
"ctb0036";"ACC-3006-2018";"1";NA;"c";"0";"20";3,16;0,41;1,77;NA;8,29;5,33;21,1;0,27;0,02;1,61;NA;534;239
"ctb0036";"ACC-3007-2018";"1";NA;"a";"0";"20";3,5;0,82;1,69;NA;6,41;5,36;18,5;0,23;0,02;1,74;NA;62;212
"ctb0036";"ACC-3007-2018";"1";NA;"b";"0";"20";3,31;0,8;1,73;NA;6,85;5,44;17,6;0,23;0,02;1,75;NA;54;218
"ctb0036";"ACC-3007-2018";"1";NA;"c";"0";"20";4,64;1;1,78;NA;6,62;5,34;22,2;0,23;0,02;1,88;NA;57;222
"ctb0036";"ACC-3008-2018";"1";NA;"a";"0";"20";3,12;0,32;1;NA;7,53;4,9;13,7;0,24;0,03;1,64;NA;115;185
"ctb0036";"ACC-3008-2018";"1";NA;"b";"0";"20";2,96;0,3;1,03;NA;8,31;4,95;11,3;0,24;0,02;1,61;NA;119;183
"ctb0036";"ACC-3008-2018";"1";NA;"c";"0";"20";2,98;0,33;1;NA;8,09;4,91;12,7;0,24;0,02;1,66;NA;NA;NA
"ctb0036";"ACC-4005-2018";"1";NA;"a";"0";"20";2,76;0,72;0,55;NA;3,39;5,01;3,7;0,21;0,02;1,66;NA;117;148
"ctb0036";"ACC-4005-2018";"1";NA;"b";"0";"20";2,77;0,78;0,56;NA;3,59;5;4;0,21;0,02;1,68;NA;124;132
"ctb0036";"ACC-4005-2018";"1";NA;"c";"0";"20";2,78;0,85;0,58;NA;3,25;5,01;2,8;0,21;0,02;1,79;NA;NA;NA
"ctb0036";"ACC-4006-2018";"1";NA;"a";"0";"20";2,41;0,06;1,44;NA;4,34;5,97;172,6;0,27;0,03;1,54;NA;901;36
"ctb0036";"ACC-4006-2018";"1";NA;"b";"0";"20";2,38;0,06;1,4;NA;3,98;5,8;189,8;0,27;0,03;1,54;NA;904;43
"ctb0036";"ACC-4006-2018";"1";NA;"c";"0";"20";2,35;0,06;1,38;NA;3,99;5,96;196;0,27;0,03;1,66;NA;894;35
"ctb0036";"ACC-4007-2018";"1";NA;"a";"0";"20";2,78;0,05;5,58;NA;24,41;6,59;60,4;0,46;0,03;1,44;NA;631;175
"ctb0036";"ACC-4007-2018";"1";NA;"b";"0";"20";2,77;0,05;5,6;NA;25,53;6,54;65,8;0,45;0,03;1,07;NA;621;177
"ctb0036";"ACC-4007-2018";"1";NA;"c";"0";"20";2,73;0,05;5,59;NA;23,83;6,56;63,7;0,45;0,03;1,6;NA;611;192
"ctb0036";"ACC-5005-2018";"1";NA;"a";"0";"20";2,94;0,76;0,61;NA;5,07;5,27;7;0,24;0,03;1,8;NA;656;135
"ctb0036";"ACC-5005-2018";"1";NA;"b";"0";"20";2,98;0,78;0,58;NA;4,87;5,2;6,4;0,23;0,03;1,66;NA;655;129
"ctb0036";"ACC-5005-2018";"1";NA;"c";"0";"20";2,96;0,78;0,61;NA;4,37;5,19;4,1;0,24;0,03;1,56;NA;659;131
"ctb0036";"ACC-5006-2018";"1";NA;"a";"0";"20";2,8;1,41;1,3;NA;6,14;5,19;4,8;0,23;0,03;1,73;NA;644;151
"ctb0036";"ACC-5006-2018";"1";NA;"b";"0";"20";2,79;1,93;1,32;NA;5,65;5,21;2;0,22;0,03;1,67;NA;670;164
"ctb0036";"ACC-5006-2018";"1";NA;"c";"0";"20";2,79;1,62;1,29;NA;6,13;5,22;4;0,22;0,03;1,82;NA;665;146
"ctb0036";"ACC-5007-2018";"1";NA;"a";"0";"20";2,41;0,06;2,6;NA;8,6;6,78;15,4;0,64;0,03;1,62;NA;616;211
"ctb0036";"ACC-5007-2018";"1";NA;"b";"0";"20";2,4;0,06;2,68;NA;8,56;6,76;13,2;0,72;0,03;1,63;NA;638;204
"ctb0036";"ACC-5007-2018";"1";NA;"c";"0";"20";2,4;0,06;2,66;NA;8,61;6,79;15,4;0,75;0,03;1,34;NA;NA;NA
"ctb0036";"ACC-6004-2018";"1";NA;"a";"0";"20";3,28;1,89;1,09;NA;4,6;5,34;2,4;0,22;0,03;1,81;NA;494;292
"ctb0036";"ACC-6004-2018";"1";NA;"b";"0";"20";3,26;1,8;1,05;NA;4,67;5,28;2,2;0,23;0,03;1,59;NA;492;292
"ctb0036";"ACC-6004-2018";"1";NA;"c";"0";"20";3,22;1,84;1,01;NA;4,47;5,22;2,6;0,22;0,03;1,65;NA;497;279
"ctb0036";"ACC-6005-2018";"1";NA;"a";"0";"20";2,98;0,96;0,56;NA;4,68;5,26;0,7;0,23;0,03;1,68;NA;636;163
"ctb0036";"ACC-6005-2018";"1";NA;"b";"0";"20";2,97;1,02;0,62;NA;4,51;5,23;2,6;0,23;0,03;1,73;NA;627;156
"ctb0036";"ACC-6005-2018";"1";NA;"c";"0";"20";2,95;1,04;0,64;NA;4,07;5,25;2,2;0,24;0,03;1,36;NA;638;170
"ctb0036";"ACC-6006-2018";"1";NA;"a";"0";"20";2,94;0,34;1,69;NA;7,7;5,25;19;0,25;0,03;1,8;NA;615;177
"ctb0036";"ACC-6006-2018";"1";NA;"b";"0";"20";3,02;0,36;1,66;NA;7,66;5,26;11,6;0,26;0,03;1,85;NA;612;176
"ctb0036";"ACC-6006-2018";"1";NA;"c";"0";"20";3,01;0,31;1,61;NA;7,03;5,18;17,5;0,25;0,03;1,94;NA;618;171
"ctb0036";"ACC-6007-2018";"1";NA;"a";"0";"20";3,3;2,22;0,96;NA;13,64;5,07;108,8;0,26;0,03;1,5;NA;604;175
"ctb0036";"ACC-6007-2018";"1";NA;"b";"0";"20";3,24;2,17;1;NA;13,47;5,01;12;0,26;0,03;1,57;NA;621;182
"ctb0036";"ACC-6007-2018";"1";NA;"c";"0";"20";3,27;2,15;1;NA;13,29;4,95;15,7;0,25;0,03;1,63;NA;607;163
"ctb0036";"ACC-7004-2018";"1";NA;"a";"0";"20";3,01;1,44;0,96;NA;4,55;4,98;13,2;0,22;0,03;0;NA;596;246
"ctb0036";"ACC-7004-2018";"1";NA;"b";"0";"20";3,07;1,43;0,93;NA;3,85;4,91;6,8;0,22;0,03;1,71;NA;599;245
"ctb0036";"ACC-7004-2018";"1";NA;"c";"0";"20";3,13;1,35;0,94;NA;4,25;4,89;7;0,24;0,03;1,84;NA;NA;NA
"ctb0036";"ACC-7005-2018";"1";NA;"a";"0";"20";3,75;5,23;1,19;NA;2,83;4,78;7,9;0,23;0,03;1,72;NA;656;133
"ctb0036";"ACC-7005-2018";"1";NA;"b";"0";"20";3,82;5,23;1,22;NA;2,83;4,75;6,8;0,22;0,03;1,62;NA;646;150
"ctb0036";"ACC-7005-2018";"1";NA;"c";"0";"20";3,77;5,21;1,01;NA;3,09;4,72;9;0,24;0,03;1,64;NA;NA;NA
"ctb0036";"ACC-7006-2018";"1";NA;"a";"0";"20";3,24;0,9;1,11;NA;8,56;4,69;7;0,29;0,03;1,76;NA;645;203
"ctb0036";"ACC-7006-2018";"1";NA;"b";"0";"20";3,29;0,91;1,05;NA;7,83;4,61;11,5;0,28;0,03;1,64;NA;637;199
"ctb0036";"ACC-7006-2018";"1";NA;"c";"0";"20";3,23;0,91;1,06;NA;7,73;4,63;11;0,27;0,03;1,58;NA;633;203
"ctb0036";"ACC-7007-2018";"1";NA;"a";"0";"20";3,21;1,58;1,21;NA;6,46;4,99;0,4;0,32;0,03;1,47;NA;557;214
"ctb0036";"ACC-7007-2018";"1";NA;"b";"0";"20";3,36;1,56;1,17;NA;5,72;5,16;14,6;0,31;0,03;1,79;NA;566;219
"ctb0036";"ACC-7007-2018";"1";NA;"c";"0";"20";3,2;1,57;1,2;NA;5,03;5,06;9,7;0,31;0,03;1,79;NA;570;233
"ctb0036";"ACC-8003-2018";"1";NA;"a";"0";"20";2,76;0,51;0,47;NA;1,73;5,01;2;0,22;0,03;2,06;NA;101;90
"ctb0036";"ACC-8003-2018";"1";NA;"b";"0";"20";2,72;0,51;0,45;NA;1,57;5,13;1,5;0,21;0,03;1,86;NA;102;94
"ctb0036";"ACC-8003-2018";"1";NA;"c";"0";"20";2,78;0,49;0,49;NA;1,83;4,98;1,3;0,21;0,03;1,81;NA;NA;NA
"ctb0036";"ACC-8004-2018";"1";NA;"a";"0";"20";2,98;0,6;0,61;NA;5,01;4,95;4,6;0,22;0,03;1,71;NA;726;143
"ctb0036";"ACC-8004-2018";"1";NA;"b";"0";"20";2,96;0,58;0,59;NA;5,42;5;6,8;0,22;0,03;1,67;NA;715;116
"ctb0036";"ACC-8004-2018";"1";NA;"c";"0";"20";3,02;0,82;0,61;NA;5,01;5,01;7,9;0,22;0,03;1,65;NA;915;138
"ctb0036";"ACC-8005-2018";"1";NA;"a";"0";"20";2,54;0,12;2,18;NA;6,69;6,56;15;0,4;0,03;1,78;NA;638;189
"ctb0036";"ACC-8005-2018";"1";NA;"b";"0";"20";2,56;0,12;2,46;NA;6,94;6,54;14,8;0,41;0,03;1,59;NA;653;174
"ctb0036";"ACC-8005-2018";"1";NA;"c";"0";"20";2,61;0,12;2,31;NA;6,61;6,49;13,8;0,42;0,03;1,81;NA;422;169
"ctb0036";"ACC-8006-2018";"1";NA;"a";"0";"14";2,49;0,11;3,43;NA;6,4;7,05;10,3;0,36;0,03;1,63;NA;576;217
"ctb0036";"ACC-8006-2018";"1";NA;"b";"0";"14";2,43;0,12;3,51;NA;6,61;7,19;12,8;0,4;0,03;1,51;NA;577;219
"ctb0036";"ACC-8006-2018";"1";NA;"c";"0";"14";2,5;0,11;3,49;NA;6,84;7,09;11,3;0,4;0,03;1,83;NA;574;224
"ctb0036";"ACC-8007-2018";"1";NA;"a";"0";"20";2,86;0,21;3,91;NA;9,85;6,04;54,7;0,25;0,03;1,32;NA;544;212
"ctb0036";"ACC-8007-2018";"1";NA;"b";"0";"20";2,78;0,26;4;NA;9,35;5,98;42,7;0,23;0,03;1,63;NA;548;218
"ctb0036";"ACC-8007-2018";"1";NA;"c";"0";"20";2,88;0,19;3,88;NA;10,17;5,98;34,2;0,24;0,03;1,82;NA;561;217
"ctb0036";"ACC-9003-2018";"1";NA;"a";"0";"20";2,81;0,88;0,65;NA;1,44;5,35;3,6;0,22;0,03;1,71;NA;765;136
"ctb0036";"ACC-9003-2018";"1";NA;"b";"0";"20";2,77;0,91;0,58;NA;1,47;5,31;2,2;0,22;0,03;1,6;NA;775;140
"ctb0036";"ACC-9003-2018";"1";NA;"c";"0";"20";2,78;0,85;0,53;NA;1,54;5,4;2,2;0,22;0,03;1,65;NA;NA;NA
"ctb0036";"ACC-9004-2018";"1";NA;"a";"0";"20";2,9;0,63;0,54;NA;3,04;5,15;5;0,22;0,03;1,79;NA;711;117
"ctb0036";"ACC-9004-2018";"1";NA;"b";"0";"20";2,88;0,61;0,54;NA;3,33;5,19;4,9;0,22;0,03;1,9;NA;716;115
"ctb0036";"ACC-9004-2018";"1";NA;"c";"0";"20";2,75;0,61;0,55;NA;3,05;5,2;5,5;0,24;0,03;1,84;NA;685;124
"ctb0036";"ACC-9005-2018";"1";NA;"a";"0";"19";3,38;1,97;1,14;NA;4,7;4,92;6,3;0,27;0,03;1,78;NA;449;324
"ctb0036";"ACC-9005-2018";"1";NA;"b";"0";"19";3,36;1,98;1,17;NA;4,71;4,94;5,3;0,27;0,03;1,64;NA;448;360
"ctb0036";"ACC-9005-2018";"1";NA;"c";"0";"19";3,32;1,98;1,17;NA;4,72;4,88;6,8;0,25;0,03;1,7;NA;NA;NA
"ctb0036";"ACC-9006-2018";"1";NA;"a";"0";"16";2,5;0,22;2,89;NA;5,51;6,52;33,3;0,3;0,03;1,66;NA;711;117
"ctb0036";"ACC-9006-2018";"1";NA;"b";"0";"16";2,48;0,08;2,61;NA;5,57;6,49;37,9;0,29;0,03;1,86;NA;716;115
"ctb0036";"ACC-9006-2018";"1";NA;"c";"0";"16";2,44;0,07;2,65;NA;5,27;6,53;37,5;0,29;0,03;1,81;NA;685;124
"ctb0036";"ACC-9007-2018";"1";NA;"a";"0";"20";2,45;0,09;2,63;NA;5,7;6,59;14,2;0,28;0,03;1,96;NA;449;324
"ctb0036";"ACC-9007-2018";"1";NA;"b";"0";"20";2,45;0,08;2,62;NA;5,42;6,53;11,6;0,26;0,03;2,01;NA;448;360
"ctb0036";"ACC-9007-2018";"1";NA;"c";"0";"20";2,47;0,08;2,64;NA;5,69;6,51;11,8;0,26;0,03;0,76;NA;664;160
"ctb0036";"ACC-10003-2018";"1";NA;"a";"0";"20";3,2;1,21;1,07;NA;4,8;5,29;6,2;0,23;0,03;1,64;NA;570;267
"ctb0036";"ACC-10003-2018";"1";NA;"b";"0";"20";3,02;1,25;0,98;NA;4,58;5,31;7,7;0,23;0,03;1,92;NA;578;281
"ctb0036";"ACC-10003-2018";"1";NA;"c";"0";"20";3,04;1,23;1,01;NA;4,34;5,32;11,1;0,23;0,03;1,8;NA;NA;NA
"ctb0036";"ACC-10004-2018";"1";NA;"a";"0";"20";2,71;0,21;0,84;NA;3,24;5,95;2,6;0,31;0,03;1,99;NA;637;187
"ctb0036";"ACC-10004-2018";"1";NA;"b";"0";"20";2,77;0,24;0,97;NA;3,92;5,91;2,8;0,31;0,03;1,47;NA;694;220
"ctb0036";"ACC-10004-2018";"1";NA;"c";"0";"20";2,75;0,27;0,88;NA;3,67;5,93;2,4;0,3;0,03;1,86;NA;678;137
"ctb0036";"ACC-10005-2018";"1";NA;"a";"0";"20";3,04;1,18;0,63;NA;4,18;5,08;6,7;0,25;0,03;1,62;NA;617;230
"ctb0036";"ACC-10005-2018";"1";NA;"b";"0";"20";3,04;1,21;0,63;NA;4,41;4,99;5,9;0,25;0,03;1,82;NA;623;227
"ctb0036";"ACC-10005-2018";"1";NA;"c";"0";"20";3,05;1,16;0,57;NA;4,58;5,09;7,7;0,25;0,03;1,84;NA;621;212
"ctb0036";"ACC-10006-2018";"1";NA;"a";"0";"20";2,8;0,13;1,63;NA;6,68;5,75;38,1;0,37;0,03;0;NA;670;202
"ctb0036";"ACC-10006-2018";"1";NA;"b";"0";"20";2,97;0,13;1,65;NA;7,78;5,6;38;0,37;0,03;1,74;NA;675;197
"ctb0036";"ACC-10006-2018";"1";NA;"c";"0";"20";2,82;0,14;1,63;NA;7,93;5,68;33,7;0,38;0,03;1,84;NA;651;210
"ctb0036";"ACC-10007-2018";"1";NA;"a";"0";"20";3,27;1,3;1,66;NA;6,8;4,9;17,1;0,24;0,03;1,78;NA;528;295
"ctb0036";"ACC-10007-2018";"1";NA;"b";"0";"20";3,29;1,29;1,71;NA;6,53;4,85;17,4;0,24;0,03;1,81;NA;506;315
"ctb0036";"ACC-10007-2018";"1";NA;"c";"0";"20";3,3;1,33;1,68;NA;6,93;4,91;13,7;0,23;0,03;1,63;NA;504;303
"ctb0036";"ACC-11002-2018";"1";NA;"a";"0";"20";3,08;0,78;1,6;NA;7,28;5,02;8,5;0,25;0,03;1,31;NA;551;272
"ctb0036";"ACC-11002-2018";"1";NA;"b";"0";"20";3,14;0,8;1,62;NA;7,74;5,09;11,1;0,25;0,03;1,59;NA;562;269
"ctb0036";"ACC-11002-2018";"1";NA;"c";"0";"20";3,1;0,83;1,6;NA;6,83;4,99;7,1;0,24;0,03;1,59;NA;562;270
"ctb0036";"ACC-11003-2018";"1";NA;"a";"0";"20";3,18;1,47;0,93;NA;5,24;4,71;11,9;0,25;0,03;1,81;NA;558;270
"ctb0036";"ACC-11003-2018";"1";NA;"b";"0";"20";3,21;1,45;0,9;NA;5,44;4,74;13,2;0,26;0,03;1,7;NA;581;258
"ctb0036";"ACC-11003-2018";"1";NA;"c";"0";"20";2,83;1,45;0,91;NA;4,97;4,8;8,9;0,26;0,03;1,67;NA;578;263
"ctb0036";"ACC-11004-2018";"1";NA;"a";"0";"15";3,21;1,17;0,95;NA;6,45;4,59;18,8;0,23;0,03;1,67;NA;549;227
"ctb0036";"ACC-11004-2018";"1";NA;"b";"0";"15";3,08;1,12;0,97;NA;6,21;4,53;18,5;0,24;0,03;1,86;NA;624;228
"ctb0036";"ACC-11004-2018";"1";NA;"c";"0";"15";3,09;1,2;1,01;NA;6,6;4,57;16,1;0,25;0,03;1,68;NA;632;225
"ctb0036";"ACC-11005-2018";"1";NA;"a";"0";"20";3,2;1,46;1,02;NA;5,51;4,88;6,7;0,24;0,03;1,81;NA;584;263
"ctb0036";"ACC-11005-2018";"1";NA;"b";"0";"20";3,22;1,44;1,04;NA;5,55;4,79;8,4;0,23;0,03;1,69;NA;596;262
"ctb0036";"ACC-11005-2018";"1";NA;"c";"0";"20";3,22;1,41;1;NA;5,52;4,81;6,6;0,24;0,03;1,75;NA;583;260
"ctb0036";"ACC-11006-2018";"1";NA;"a";"0";"20";3,01;0,7;0,91;NA;6,84;4,96;10,1;0,24;0,03;1,57;NA;669;187
"ctb0036";"ACC-11006-2018";"1";NA;"b";"0";"20";2,99;0,7;0,92;NA;7,5;4,92;10,6;0,24;0,03;1,74;NA;653;183
"ctb0036";"ACC-11006-2018";"1";NA;"c";"0";"20";2,98;0,66;0,87;NA;7,27;5,07;8,8;0,24;0,03;1,66;NA;664;184
"ctb0036";"ACC-12002-2018";"1";NA;"a";"0";"20";3,24;1,51;0,72;NA;6,54;4,74;9,6;0,25;0,03;1,66;NA;597;253
"ctb0036";"ACC-12002-2018";"1";NA;"b";"0";"20";3,24;1,87;0,72;NA;6,4;4,75;6,7;0,25;0,03;1,67;NA;603;260
"ctb0036";"ACC-12002-2018";"1";NA;"c";"0";"20";3,29;1,82;0,7;NA;5,69;4,74;9,7;0,24;0,03;1,51;NA;590;264
"ctb0036";"ACC-12003-2018";"1";NA;"a";"0";"20";3,33;2,12;0,84;NA;5,88;4,92;10,1;0,23;0,03;1,72;NA;489;345
"ctb0036";"ACC-12003-2018";"1";NA;"b";"0";"20";3,33;2,11;0,87;NA;5,87;5,03;9,7;0,24;0,03;1,52;NA;505;340
"ctb0036";"ACC-12003-2018";"1";NA;"c";"0";"20";3,29;2,24;0,87;NA;5,81;4,98;10,3;0,24;0,03;1,73;NA;510;343
"ctb0036";"ACC-12004-2018";"1";NA;"a";"0";"20";2,64;0,09;3,3;NA;10,4;5,95;11,6;0,27;0,03;1,62;NA;599;225
"ctb0036";"ACC-12004-2018";"1";NA;"b";"0";"20";2,67;1,52;3,18;NA;10,39;5,97;15,8;0,27;0,03;1,07;NA;600;233
"ctb0036";"ACC-12004-2018";"1";NA;"c";"0";"20";2,7;0,12;NA;NA;10,4;5,81;12,2;0,28;0,03;1,32;NA;612;215
"ctb0036";"ACC-12005-2018";"1";NA;"a";"0";"20";3,24;0,09;0,89;NA;5,03;5,27;5;0,23;0,03;1,67;NA;556;287
"ctb0036";"ACC-12005-2018";"1";NA;"b";"0";"20";3,23;1,55;0,91;NA;4,55;5,28;5,5;0,23;0,03;1,82;NA;558;300
"ctb0036";"ACC-12005-2018";"1";NA;"c";"0";"20";3,21;1,58;0,91;NA;4,46;5,3;4;0,23;0,03;1,88;NA;562;291
"ctb0036";"ACC-13002-2018";"1";NA;"a";"0";"20";3,38;2,02;0,74;NA;5,54;4,85;15,9;0,26;0,03;1,89;NA;535;308
"ctb0036";"ACC-13002-2018";"1";NA;"b";"0";"20";3,31;2,11;0,75;NA;6,31;4,81;7,6;0,25;0,03;1,81;NA;536;319
"ctb0036";"ACC-13002-2018";"1";NA;"c";"0";"20";3,4;2,07;0,72;NA;5,81;4,8;9,3;0,26;0,03;1,8;NA;539;309
"ctb0036";"ACC-13003-2018";"1";NA;"a";"0";"5";2,7;0,2;4,45;NA;12,65;6,18;24,5;0,25;0,03;1,6;NA;572;293
"ctb0036";"ACC-13003-2018";"1";NA;"b";"0";"5";2,63;0,09;4,42;NA;12,46;6,13;29,2;0,25;0,03;1,15;NA;592;284
"ctb0036";"ACC-13003-2018";"1";NA;"c";"0";"5";2,68;0,09;4,28;NA;12,3;5,99;NA;0,26;0,03;1,66;NA;609;287
"ctb0036";"ACC-13004-2018";"1";NA;"a";"0";"20";2,69;0,07;2,42;NA;5,63;5,61;10,9;0,23;0,03;1,66;NA;492;315
"ctb0036";"ACC-13004-2018";"1";NA;"b";"0";"20";2,74;0,07;2,66;NA;5,29;5,78;10,9;0,23;0,03;1,68;NA;514;324
"ctb0036";"ACC-13004-2018";"1";NA;"c";"0";"20";2,65;0,07;2,8;NA;4,89;5,84;10;0,23;0,03;1,55;NA;501;311
"ctb0036";"ACC-13005-2018";"1";NA;"a";"0";"20";3,1;1,34;1,54;NA;5,62;5,12;27,2;0,23;0,03;1,57;NA;532;303
"ctb0036";"ACC-13005-2018";"1";NA;"b";"0";"20";3,08;1,16;1,51;NA;5,72;5;27,3;0,22;0,03;1,6;NA;543;296
"ctb0036";"ACC-13005-2018";"1";NA;"c";"0";"20";3,08;1,17;1,54;NA;6;5,01;25,4;0,22;0,03;1,68;NA;543;303
"ctb0036";"ACC-2006-2018";"2";NA;"a";"20";"44";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-2007-2018";"2";NA;"a";"20";"45";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-3005-2018";"2";NA;"a";"20";"103";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-3006-2018";"2";NA;"a";"20";"77";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-3007-2018";"2";NA;"a";"20";"32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-3008-2018";"2";NA;"a";"20";"33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-4005-2018";"2";NA;"a";"20";"24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-4006-2018";"2";NA;"a";"20";"53";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-4007-2018";"2";NA;"a";"20";"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-5005-2018";"2";NA;"a";"20";"64";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-5006-2018";"2";NA;"a";"20";"34";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ctb0036";"ACC-5007-2018";"2";NA;"a";"20";"43";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
